nombre,categoria,precio,marca,precio_anterior,referencia,etiqueta,stock,descripcion_secciones,especificaciones,info_marca
AMD Ryzen 5 5600,Procesador,2200,AMD,,100-100000927BOX,,25,"Descripción general | AMD Ryzen 5 5600: Procesador confiable de 6 núcleos, ideal para gaming 1080p y uso general. || Rendimiento y arquitectura | El AMD Ryzen 5 5600 ofrece un rendimiento sólido para gaming y productividad. Su arquitectura moderna garantiza eficiencia energética y capacidad de respuesta en tareas exigentes como edición, renderizado y multitarea pesada. || Compatibilidad | Este procesador AMD es compatible con placas madre del socket correspondiente, facilitando su integración en builds nuevas o actualizaciones. Verifica el socket de tu placa madre antes de comprar. || Casos de uso recomendados | Ideal para gamers, creadores de contenido y profesionales que buscan un equilibrio entre potencia y eficiencia. Funciona excelente para gaming en 1080p/1440p y cargas de trabajo de productividad.",Especificaciones del procesador: Socket=AM4; Núcleos=6 / Hilos - 12; Frecuencia=3.5-4.4 GHz; TDP=65W; Caché L3=32MB || General: Marca=AMD; Categoría=Procesador; Garantía=12 meses,"AMD es líder mundial en procesadores y tarjetas gráficas de alto rendimiento. Reconocida por su arquitectura Zen y RDNA, ofrece excelente relación precio-rendimiento para gaming y productividad profesional."
Seagate FireCuda 530 1TB NVMe Gen4,Almacenamiento,2350,Seagate,,ZP1000GM3A013,,12,"Descripción general | Seagate FireCuda 530 1TB NVMe Gen4: Orientado a gaming, compatible con PS5. || Velocidad y capacidad | El Seagate FireCuda 530 1TB NVMe Gen4 ofrece almacenamiento rápido y confiable para tu sistema, juegos y archivos. Reduce drásticamente los tiempos de carga y mejora la respuesta general de tu PC. || Tecnología y durabilidad | Construido con tecnología de memoria moderna que garantiza durabilidad y rendimiento sostenido. Ideal como unidad principal del sistema operativo o para almacenamiento de juegos y proyectos. || Casos de uso recomendados | Recomendado para acelerar el arranque de Windows, reducir tiempos de carga en juegos y manejar archivos grandes. Un SSD es la mejora más notoria que puedes hacer a un PC.",Especificaciones de almacenamiento: Capacidad=1TB; Interfaz=PCIe 4.0 NVMe; Lectura=7300 MB/s; Formato=M.2 2280 || General: Marca=Seagate; Categoría=Almacenamiento; Garantía=12 meses,"Seagate es fabricante veterano de discos duros y SSD. Sus líneas Barracuda, IronWolf y FireCuda cubren desde uso general hasta gaming y NAS."
WD Purple 2TB Surveillance HDD,Almacenamiento,1750,Western Digital,,WD23PURZ,,14,"Descripción general | WD Purple 2TB Surveillance HDD: Diseñado para grabación continua de cámaras de seguridad. || Velocidad y capacidad | El WD Purple 2TB Surveillance HDD ofrece almacenamiento rápido y confiable para tu sistema, juegos y archivos. Reduce drásticamente los tiempos de carga y mejora la respuesta general de tu PC. || Tecnología y durabilidad | Construido con tecnología de memoria moderna que garantiza durabilidad y rendimiento sostenido. Ideal como unidad principal del sistema operativo o para almacenamiento de juegos y proyectos. || Casos de uso recomendados | Recomendado para acelerar el arranque de Windows, reducir tiempos de carga en juegos y manejar archivos grandes. Un SSD es la mejora más notoria que puedes hacer a un PC.","Especificaciones de almacenamiento: Capacidad=2TB; Interfaz=SATA III; Velocidad=5400 RPM; Formato=3.5"" || General: Marca=Western Digital; Categoría=Almacenamiento; Garantía=12 meses",Western Digital es uno de los mayores fabricantes de almacenamiento del mundo. Su línea WD Black está orientada a gaming y alto rendimiento.
Toshiba P300 2TB HDD,Almacenamiento,1400,Toshiba,,HDWD220UZSVA,,18,"Descripción general | Toshiba P300 2TB HDD: Buena opción de almacenamiento masivo a precio accesible. || Velocidad y capacidad | El Toshiba P300 2TB HDD ofrece almacenamiento rápido y confiable para tu sistema, juegos y archivos. Reduce drásticamente los tiempos de carga y mejora la respuesta general de tu PC. || Tecnología y durabilidad | Construido con tecnología de memoria moderna que garantiza durabilidad y rendimiento sostenido. Ideal como unidad principal del sistema operativo o para almacenamiento de juegos y proyectos. || Casos de uso recomendados | Recomendado para acelerar el arranque de Windows, reducir tiempos de carga en juegos y manejar archivos grandes. Un SSD es la mejora más notoria que puedes hacer a un PC.","Especificaciones de almacenamiento: Capacidad=2TB; Interfaz=SATA III; Velocidad=7200 RPM; Formato=3.5"" || General: Marca=Toshiba; Categoría=Almacenamiento; Garantía=12 meses","Toshiba es fabricante establecido de discos duros, reconocido por su confiabilidad en almacenamiento masivo a precio accesible."
Kingston KC3000 2TB NVMe Gen4,Almacenamiento,3400,Kingston,,SKC3000D/2048G,,9,"Descripción general | Kingston KC3000 2TB NVMe Gen4: Gama alta de Kingston con muy buen rendimiento sostenido. || Velocidad y capacidad | El Kingston KC3000 2TB NVMe Gen4 ofrece almacenamiento rápido y confiable para tu sistema, juegos y archivos. Reduce drásticamente los tiempos de carga y mejora la respuesta general de tu PC. || Tecnología y durabilidad | Construido con tecnología de memoria moderna que garantiza durabilidad y rendimiento sostenido. Ideal como unidad principal del sistema operativo o para almacenamiento de juegos y proyectos. || Casos de uso recomendados | Recomendado para acelerar el arranque de Windows, reducir tiempos de carga en juegos y manejar archivos grandes. Un SSD es la mejora más notoria que puedes hacer a un PC.",Especificaciones de almacenamiento: Capacidad=2TB; Interfaz=PCIe 4.0 NVMe; Lectura=7000 MB/s; Formato=M.2 2280 || General: Marca=Kingston; Categoría=Almacenamiento; Garantía=12 meses,Kingston es líder mundial en memorias RAM y almacenamiento. Su línea Fury ofrece módulos de alto rendimiento confiables para gaming y productividad.
Lexar NM790 2TB NVMe Gen4,Almacenamiento,2900,Lexar,,LNM790X002T-RNNNG,EN STOCK,13,"Descripción general | Lexar NM790 2TB NVMe Gen4: Excelente relación precio-rendimiento en 2TB. || Velocidad y capacidad | El Lexar NM790 2TB NVMe Gen4 ofrece almacenamiento rápido y confiable para tu sistema, juegos y archivos. Reduce drásticamente los tiempos de carga y mejora la respuesta general de tu PC. || Tecnología y durabilidad | Construido con tecnología de memoria moderna que garantiza durabilidad y rendimiento sostenido. Ideal como unidad principal del sistema operativo o para almacenamiento de juegos y proyectos. || Casos de uso recomendados | Recomendado para acelerar el arranque de Windows, reducir tiempos de carga en juegos y manejar archivos grandes. Un SSD es la mejora más notoria que puedes hacer a un PC.",Especificaciones de almacenamiento: Capacidad=2TB; Interfaz=PCIe 4.0 NVMe; Lectura=7400 MB/s; Formato=M.2 2280 || General: Marca=Lexar; Categoría=Almacenamiento; Garantía=12 meses,"Lexar es fabricante de almacenamiento y memorias con buena relación precio-rendimiento, popular en SSD NVMe de gran capacidad."
NZXT H5 Flow,Gabinete,2050,NZXT,,CM-H51FW-01,,14,"Descripción general | NZXT H5 Flow: Diseño limpio con buen flujo de aire en formato mid-tower. || Diseño y flujo de aire | El NZXT H5 Flow combina estética y funcionalidad. Su diseño optimiza el flujo de aire para mantener frescos tus componentes, mientras luce espectacular en tu escritorio o setup gaming. || Compatibilidad y espacio | Ofrece amplio espacio para tarjetas gráficas grandes, sistemas de refrigeración y gestión de cables ordenada. Compatible con los formatos de placa madre más comunes. || Casos de uso recomendados | Perfecto para armar un PC con buena ventilación y presentación. Su diseño facilita el ensamble y futuras actualizaciones de tu equipo.","Especificaciones del gabinete: Formato=ATX Mid Tower; Ventiladores incluidos=2; Panel lateral=Vidrio templado; Bahías 3.5""/2.5""=2/2 || General: Marca=NZXT; Categoría=Gabinete; Garantía=12 meses","NZXT es marca premium de gabinetes, refrigeración y componentes con diseño minimalista y elegante, favorita para builds estéticas."
NZXT H7 Flow,Gabinete,2950,NZXT,,CM-H71FB-01,HOT,9,"Descripción general | NZXT H7 Flow: Versión más grande con mejor espacio para radiadores. || Diseño y flujo de aire | El NZXT H7 Flow combina estética y funcionalidad. Su diseño optimiza el flujo de aire para mantener frescos tus componentes, mientras luce espectacular en tu escritorio o setup gaming. || Compatibilidad y espacio | Ofrece amplio espacio para tarjetas gráficas grandes, sistemas de refrigeración y gestión de cables ordenada. Compatible con los formatos de placa madre más comunes. || Casos de uso recomendados | Perfecto para armar un PC con buena ventilación y presentación. Su diseño facilita el ensamble y futuras actualizaciones de tu equipo.",Especificaciones del gabinete: Formato=ATX Mid Tower; Ventiladores incluidos=3; Panel lateral=Vidrio templado; Radiador máx=360mm || General: Marca=NZXT; Categoría=Gabinete; Garantía=12 meses,"NZXT es marca premium de gabinetes, refrigeración y componentes con diseño minimalista y elegante, favorita para builds estéticas."
Cooler Master MasterBox Q300L,Gabinete,1100,Cooler Master,,MCB-Q300L-KANN-S00,,20,"Descripción general | Cooler Master MasterBox Q300L: Compacto y económico, ideal para Micro-ATX. || Diseño y flujo de aire | El Cooler Master MasterBox Q300L combina estética y funcionalidad. Su diseño optimiza el flujo de aire para mantener frescos tus componentes, mientras luce espectacular en tu escritorio o setup gaming. || Compatibilidad y espacio | Ofrece amplio espacio para tarjetas gráficas grandes, sistemas de refrigeración y gestión de cables ordenada. Compatible con los formatos de placa madre más comunes. || Casos de uso recomendados | Perfecto para armar un PC con buena ventilación y presentación. Su diseño facilita el ensamble y futuras actualizaciones de tu equipo.","Especificaciones del gabinete: Formato=Micro-ATX; Ventiladores incluidos=1; Panel lateral=Acrílico; Bahías 3.5""/2.5""=2/2 || General: Marca=Cooler Master; Categoría=Gabinete; Garantía=12 meses",Cooler Master es pionero en refrigeración y gabinetes para PC. Sus productos Hyper y MasterLiquid son referentes en el mercado.
Cooler Master MasterBox TD500 Mesh,Gabinete,2200,Cooler Master,,MB500-KGNN-S00,,15,"Descripción general | Cooler Master MasterBox TD500 Mesh: Frente de malla para máximo flujo de aire. || Diseño y flujo de aire | El Cooler Master MasterBox TD500 Mesh combina estética y funcionalidad. Su diseño optimiza el flujo de aire para mantener frescos tus componentes, mientras luce espectacular en tu escritorio o setup gaming. || Compatibilidad y espacio | Ofrece amplio espacio para tarjetas gráficas grandes, sistemas de refrigeración y gestión de cables ordenada. Compatible con los formatos de placa madre más comunes. || Casos de uso recomendados | Perfecto para armar un PC con buena ventilación y presentación. Su diseño facilita el ensamble y futuras actualizaciones de tu equipo.",Especificaciones del gabinete: Formato=ATX Mid Tower; Ventiladores incluidos=3; Panel lateral=Vidrio templado; Radiador máx=360mm || General: Marca=Cooler Master; Categoría=Gabinete; Garantía=12 meses,Cooler Master es pionero en refrigeración y gabinetes para PC. Sus productos Hyper y MasterLiquid son referentes en el mercado.
Corsair 4000D Airflow,Gabinete,2400,Corsair,,CC-9011200-WW,,16,"Descripción general | Corsair 4000D Airflow: Uno de los gabinetes más recomendados por su flujo de aire. || Diseño y flujo de aire | El Corsair 4000D Airflow combina estética y funcionalidad. Su diseño optimiza el flujo de aire para mantener frescos tus componentes, mientras luce espectacular en tu escritorio o setup gaming. || Compatibilidad y espacio | Ofrece amplio espacio para tarjetas gráficas grandes, sistemas de refrigeración y gestión de cables ordenada. Compatible con los formatos de placa madre más comunes. || Casos de uso recomendados | Perfecto para armar un PC con buena ventilación y presentación. Su diseño facilita el ensamble y futuras actualizaciones de tu equipo.",Especificaciones del gabinete: Formato=ATX Mid Tower; Ventiladores incluidos=2; Panel lateral=Vidrio templado; Radiador máx=360mm || General: Marca=Corsair; Categoría=Gabinete; Garantía=12 meses,"Corsair es referente en componentes y periféricos gaming: memorias, fuentes de poder, refrigeración y gabinetes de alta calidad reconocidos mundialmente."
Corsair iCUE 5000X RGB,Gabinete,4500,Corsair,,CC-9011212-WW,NUEVO,6,"Descripción general | Corsair iCUE 5000X RGB: Gama alta con ventiladores RGB controlables vía software. || Diseño y flujo de aire | El Corsair iCUE 5000X RGB combina estética y funcionalidad. Su diseño optimiza el flujo de aire para mantener frescos tus componentes, mientras luce espectacular en tu escritorio o setup gaming. || Compatibilidad y espacio | Ofrece amplio espacio para tarjetas gráficas grandes, sistemas de refrigeración y gestión de cables ordenada. Compatible con los formatos de placa madre más comunes. || Casos de uso recomendados | Perfecto para armar un PC con buena ventilación y presentación. Su diseño facilita el ensamble y futuras actualizaciones de tu equipo.",Especificaciones del gabinete: Formato=ATX Mid Tower; Ventiladores incluidos=3 RGB; Panel lateral=Vidrio templado; Radiador máx=360mm || General: Marca=Corsair; Categoría=Gabinete; Garantía=12 meses,"Corsair es referente en componentes y periféricos gaming: memorias, fuentes de poder, refrigeración y gabinetes de alta calidad reconocidos mundialmente."
Lian Li Lancool 215,Gabinete,2100,Lian Li,,G99.LANCOOL215X.00,,12,"Descripción general | Lian Li Lancool 215: Excelente ventilación a precio competitivo. || Diseño y flujo de aire | El Lian Li Lancool 215 combina estética y funcionalidad. Su diseño optimiza el flujo de aire para mantener frescos tus componentes, mientras luce espectacular en tu escritorio o setup gaming. || Compatibilidad y espacio | Ofrece amplio espacio para tarjetas gráficas grandes, sistemas de refrigeración y gestión de cables ordenada. Compatible con los formatos de placa madre más comunes. || Casos de uso recomendados | Perfecto para armar un PC con buena ventilación y presentación. Su diseño facilita el ensamble y futuras actualizaciones de tu equipo.",Especificaciones del gabinete: Formato=ATX Mid Tower; Ventiladores incluidos=3; Panel lateral=Vidrio templado; Radiador máx=360mm || General: Marca=Lian Li; Categoría=Gabinete; Garantía=12 meses,"Lian Li es fabricante premium de gabinetes de aluminio, reconocido mundialmente por su línea O11 Dynamic, favorita para watercooling."
Lian Li O11 Dynamic,Gabinete,3800,Lian Li,,O11D-W,,7,"Descripción general | Lian Li O11 Dynamic: Diseño icónico panorámico, favorito para watercooling personalizado. || Diseño y flujo de aire | El Lian Li O11 Dynamic combina estética y funcionalidad. Su diseño optimiza el flujo de aire para mantener frescos tus componentes, mientras luce espectacular en tu escritorio o setup gaming. || Compatibilidad y espacio | Ofrece amplio espacio para tarjetas gráficas grandes, sistemas de refrigeración y gestión de cables ordenada. Compatible con los formatos de placa madre más comunes. || Casos de uso recomendados | Perfecto para armar un PC con buena ventilación y presentación. Su diseño facilita el ensamble y futuras actualizaciones de tu equipo.",Especificaciones del gabinete: Formato=ATX Mid Tower; Ventiladores incluidos=0 (no incluidos); Panel lateral=Vidrio templado (doble); Radiador máx=360mm || General: Marca=Lian Li; Categoría=Gabinete; Garantía=12 meses,"Lian Li es fabricante premium de gabinetes de aluminio, reconocido mundialmente por su línea O11 Dynamic, favorita para watercooling."
Montech Air 100,Gabinete,1200,Montech,,AIR-100-WHITE,,22,"Descripción general | Montech Air 100: Económico con buen flujo de aire para Micro-ATX. || Diseño y flujo de aire | El Montech Air 100 combina estética y funcionalidad. Su diseño optimiza el flujo de aire para mantener frescos tus componentes, mientras luce espectacular en tu escritorio o setup gaming. || Compatibilidad y espacio | Ofrece amplio espacio para tarjetas gráficas grandes, sistemas de refrigeración y gestión de cables ordenada. Compatible con los formatos de placa madre más comunes. || Casos de uso recomendados | Perfecto para armar un PC con buena ventilación y presentación. Su diseño facilita el ensamble y futuras actualizaciones de tu equipo.","Especificaciones del gabinete: Formato=Micro-ATX; Ventiladores incluidos=1; Panel lateral=Vidrio templado; Bahías 3.5""/2.5""=1/2 || General: Marca=Montech; Categoría=Gabinete; Garantía=12 meses","Montech es marca emergente de gabinetes y fuentes con excelente relación precio-características, popular por incluir ventiladores ARGB."
